Sentiment	SentimentText
0	@dinno LOL, I'm kinda shy... 
1	Morning all out there in Tweetland.  
0	i wish my teacher re arranged our sit plces nd put me in the bck 
0	Aww man. Now I'm bored... 
0	All packed up and ready to hit the open road friday 
0	I'm so hungover!!!!!!!!!!!! I went to Burger King for a Whopper &amp; they don't start serving lunch until 11  I'm now back in bed, hungry.
0	Munchin My Way Throught Coccy Clairs  Why Do I Buy These Things ??
1	awsome band concert 
1	Just back from graduation.  Two more doctors in the family now 
1	@urbalcloud hahaha! i have a secret door to the real batcave 
1	Listening to Matt Darey's Nocturnal and Nocturnal SUnshine podcasts 
0	@CBCarey HHBTM. I dunno. Just not very catchy/good   It's kind of like sparse electronic stuff now.
0	@melstar001 why? They are so lame 
1	@stepheneyre the coinflip one in #theworstchatupline wins 
0	Uggghhh... Dunno what to wear 
1	1 year &amp; 11 month anniversary with @Diatus today  &lt;333333333
0	@theheroisme  Have a safe trip home love!
0	i keep thinking its friday - cuz dad works today.  http://tumblr.com/x1d23nbiy
0	it's one thing to hit a squirrel with your car, but you need to be real unlucky to kill a bird in mid air.  
1	now we are at the insurance company. there are some cuties who work here  love eye candy
0	not feeling well. might sleep. please dear god don't let anyone disturb me 
1	@ninaspringle  I don't know why I feel proud - all I did was email a person back - but I feel like I have blogging street cred now, lol
0	Sitting at the pool by myself. This is so depressing 
1	@jakekarger I love that Rita Mae Brown quote 
1	#followfriday @DURHAMGIRLGEEKS networking events for geeks of the fairer sex in North East England 
1	@hilmiramlan - want a haircut?  *brandishes scissors*
1	I love when google does something cutesy for random events/holidays 
0	Dead battery 
0	Just Logged off SWG for the night. missing my Man, he had to work overtime tonight 
1	@MikiHahn lets do it some time.  its relaxing. super sweat machine!!
0	Woken up... 
0	@HARAJUKUBUNNY I hit u when I started my day boo.. Ur busy body ass prob looked right over it 
1	yay its sunny again 
0	Back from an unsuccessful shopping trip! Could easily spend a grand on a saddle, then there's all the extra bits!!  Will soon be poor!  
0	successfully collected @misterbenji from his trip to the countryside - ;-) - &amp; sent @jazzshark off to Heathrow 
0	@TJsDJs my fav would perform in my hometown when I go to tAmpa for the weekend 
0	Don't eat a Callipo Ice Lolly before eating your lunch, I feel sick now and not hungry for my sarnie. 
0	oh noesss my phone is dieing  im ganna kill myself!!! being in this class room with no phone fml.
0	Is vey Sad  College is over for this term I so loved Public Speaking had a great time but now it's over. but im one step closer to my goal
0	At the DMV changing my license to Tennessee...  sad day for GEORGIA PEACH!!! {putN_ME--&gt;1st}
0	Nokia Messaging on the e75 has some nice features, but it's still a mess in my opinion 
0	@Lizz02 luckily for you, you only have 2 more classes... I on the other hand have 4 
1	@worleygirl haha  if u search for my name u get a map of UK and the twitter logo..
0	Bored again. Still two hours of the working day to go too 
0	@Jonasbrothers Hi boys!Live chat are amazing but impossible to see for ur italian fans!If is 4 pm there,is 7 am here!And we have school! 
1	@caldjr thank you you to  I am currently rocking out to Lynyrd Skynyrd what are you doing?
1	@michaelaranda How long are you going to be in Orlando?  And Slipknot = 4 thumbs up.
1	@mileycyrus  Can't wait for Season 4 Miley  I Always support you, I'm sad for End of season 3 too
1	I put them in the plastic muffin thing you get when you buy from Foodtown/Countdown... and boy, they look good enough to sell! 
0	@yahyan WHAT! NOOOOOOOOO! YOU'RE 18 THEY CAN'T MAKE YOU! NOOOOOOOOOOOOOOOO! There's a lot of guys in the p.I. 
1	On the way to the airport for a 6 am flight from Boston to Cleveland 
1	@Djiandi you know its hard to be drunk and produce. Or for me it is atleast 
0	Laying around and doing nothing is always fun. However, doing it with a headache is a little less fun 
1	Walking up the hill 
1	so somehow in the middle of the summer i have an awesome cold...fantastic. good luck day 2 all my loves in the MS program. 
1	@jimmywhite09 ohhh Because of my custom background. Gotta work on that but I tweet when I make posts! 
0	@CHactingNYC Haha I have always preferred dogs, but my mum doesn't like them   My fave is German Shepards 
1	@clementyeung LOL it is me!  I now segment my tweets w/ different accts so it's less overwhelming for friends who aren't avid twitter user
0	These ASPCA commercials make me wanna cry  ahww where's molly I need a hug from a fuzzy face ...
0	says hayz school's suspended until june 14  yey gimik!!!  http://plurk.com/p/y44zl
0	@samjmoody my  friend  broke  a  special edtion  cd  today and  i cant  get it anywhere now  xx
0	Is there anything to do here? I feel like I miss out on a lot b/c we live in Kuna  I guess I'm doomed to be a &quot;country girl&quot; forever...
0	wants to see miss jenny lewis on saturday, but also wants to see an all day long ska show in denver. they fall on the SAME DAY. 
0	Who has no thumbs to base a joke on? Aww, this guy.  http://twitpic.com/68o4n
0	http://twitpic.com/8czq1 - lmao its a nice pic tho, except Rachel is missing 
1	finally bought a good blush 
0	Is sorting a metric shit ton of labret jewelry and sweating balls 
1	putting 3 new consultants to work this week. it's a good feeling!  congrats on your offers 
0	@FoxxFiles I literally just said the same thing!! I'm so over it 
1	a twitter client for commodore 64  WTF?!?!?  http://bit.ly/FAfj8
0	@rachauncey 
0	Just woke up - didnt hav a very gud sleep  - 2 many anxious dreams  Going 2make scrambled eggs for breakfast then go bak to bed!
0	I have sore legs  but we didnt lose!
1	@greekpeace I know quite a few ppl going to ATL 
1	I'm watching Mean Girls  I LOVE Lindsay Lohan =]
1	@makefate yeah, I knew it was a bad idea. It ended tho. Since he lives 3 hrs away and I think with a girlfriend, that's a good thing 
0	@dragonflly93 nope. 
1	(@cjs_3) note to self - remember to uncross legs at least every 10 minutes 
0	i miss you................. 
0	Not exactly sure if today is going to be productive?? Definitely don't want to ride the light rail to get my car 
0	@JLSOfficial am well gutted!! i need2 meet you soon im literally dying, cant face food. ma mums goin nuts at me  reaally upset!
0	Can't find a decent twitter app for Ubuntu 
1	@arminvanbuuren Thankyou for a wonderful set in Melbourne, it was perfect  Enjoyed it so much.
1	@KellyOlexa what's up with you? 
0	@johnreuben: Why aren't you going to be at Sonshine this year? I'm gonna miss you! 
0	Twisted my god damn neck! Now I'm moving around like a robot again. 
1	@tomklaasen When it rains, it pours. 
0	Losing another icon.    My thoughts are with Farrah Fawcett http://bit.ly/16Z4xZ
0	do Dairy Milk white chocolate buttons actually exist? All the ones in London have been eaten 
0	@misssybilsimone My guess would be Patrick Swayze -another big loss 
1	had a great time last night! thanks so much to everyone that came out, said hey, bought a cd/shirt or just came and hung out. THANKS 
1	@JBARSODMG *sighs*...So Now That I Have A Twitter..We're Gna Try This Again Since U Said U Dont Check Ur Book Of Face..Hi New Friend  haha
0	is 5 minutes too much to ask for? 
0	Wow. @InflewenceofINF ohhhhh thanks for the clarification. Yep I'm aging. 
0	 .....why am i so sad??...becuz of u or becuz of the exam??.....i think..becuz of u... 
0	@mollieblake http://twitpic.com/3jy7j -  SHE is beeeautiful
1	@CherryRunway it has been ringing true a lot lately! 
0	@chrisgarrett I have the same problems 
0	Is Tired And Confused And Upset And Just BAD TIMES 
1	Good day tomorrow ! 
0	@xoxoJennyV haha morrrnin! its a deal..i can't even roll out of bed its that bad haha ugh 
1	@suha_gehrer Following you too now  Advices for beginners: Add a photo, Add a description about you, and start posting  Cheers.
0	@Kev5890 we're having trouble connecting on Tiger for league....keep getting booted 
1	nothing's more comforting than hearing grunge, especially on a rainy day  looovvee and happy!
0	My arms are really sore 
0	Sweaty. Not in a good exercise way 
1	making love with my doritos now    
0	@kmcooley ahhh finally done  shooting for the night. Now to sleep for a few hrs and to the airport job 
1	Is having breakfast with Matthew, playing with my new phone, and about to head to the ta darts. 
0	@dannymcfly you never answer me   you could say &quot;Hi&quot; at least I would be happy .
1	haha apparently @jake_perry is up for a game now if you wanna play with us right now. up to you 
1	home now ;D waiting for kyle to come and study  LOOOLS
0	@Violalovemclife yeah his totally a good actor, and I don't get it, he's really good at singing!! why would they find others to do it? 
0	how do you get a guy to notice you? 
0	@KrinaR i didnt win the tickets either!!!  STUPID CAPITAL!! ur not missing much!! they're playing top 40!!
1	My nights have been so filled with dreams lately. Let's see what tonight brings 
0	ah, beer and crab legs, oh man tomorrow is gonna suck 
0	@drspectrum Meds are supposed to start helping today or tomorrow. 
0	Is happy that its already tuesday! The weekend is so close! But yet so far 
0	Why do people insist on shaking badly dressed booty on MTV/BET instead of doing some real dancing requiring skill and improvmusicality 
0	@trainingdaysups hey! Didn't get the chance to say hi  I did get some of your products in my media bag...I'm excited to try it!
0	Uuggggh i'm soooo boooored. i wish i had more friends  loneliness kills.
0	@Sergiy_Cane but it is signed! and it used to tweet my blips, now it doesn't  and I didn't change the settings
0	on my way to work. allergies are taking over me right now 
1	thinks your funny 
1	Sanju is teething - dealing with a cranky baby who wants to bite everything now 
0	@trniii you're quiet now  are you finally in shock from your lack of sleep?
0	Getting the house ready for mom's bday BBQ. Sis is bringing the carne asada &amp; I'll be making the rest. Too bad I'll be working! Dang! 
0	Faboosh is one of my new favorite words, but someone should let Perez know that amazeballs will never catch on... Sorry 
0	And neither can I  â™« http://blip.fm/~7srmu
0	Just reached South Carolina &amp; its been raining cats &amp; dogs! My stuff is getting wet!!! 
1	@MickyFin just lots of WM stuff AFAIK Micky 
1	watching marley and me...he bought it today for 7 yuan   
1	@carcrashheart8 Awe, that sucks. Good luck! Hope you get in. 
1	@purple ... and they say men can't multitask!! Pretty sure netbooks don't like water but sure there's an accessory to help u out.... 
1	Almost time for &quot;Red Eye&quot; on Fox News. 
1	@themakuleguy I managed to do both 
1	phone againn 
0	last night of camping 4 da week 
0	sick - a major deal is threatening to blow 
0	@dulcecandy87 its working but they are preforming site maintenance yet again 
0	another dark gloomy rainy day.  rain rain go away never come again another day.
0	i put money in the wrong machine in work lol lucky the guy gave the money back  oops
0	i wish I was n LA for the Lakers Parade 
1	@agahran Ah, I got it. I was thinking, that she put that in a letter. Looking now 
0	@mmitchelldaviss mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full 
1	&quot;He who does not love, has not Come to know God, because GOD IS LOVE&quot;... I learned that in church this morning 
1	I dont believe myself !!! I started working on weekends 
1	I have been neglecting the tweetstream... sorry about that folks. I am sitting down at a computer and just farted. Have a nice day. 
1	@DLoesch I thought Fox News was the official site. 
